AccessID,UserID,UserRole,Department,Timestamp,DayOfWeek,HourOfDay,PatientID,ActionType,DataSensitivity,AccessLocation,AccessCountPerDay,IsOffHours,IsWeekend,RoleRiskWeight,AccessRiskScore
A02535,U031,Doctor,Clinical,15/06/2025 17:36,Sunday,17,P781,View,Normal,Onsite,62,0,1,2,20
A02536,U244,Nurse,Clinical,02/06/2025 03:01,Monday,3,P501,Edit,Normal,Onsite,60,1,0,3,50
A02537,U038,Doctor,Clinical,18/06/2025 13:41,Wednesday,13,P372,View,Normal,Remote,80,0,0,2,20
A02538,U171,Nurse,Clinical,27/06/2025 19:44,Friday,19,P546,Edit,High,Remote,34,1,0,3,80
A02539,U032,Doctor,Clinical,20/06/2025 10:00,Friday,10,P975,View,Normal,Remote,76,0,0,2,20
A02540,U191,Nurse,Clinical,07/06/2025 03:46,Saturday,3,P327,View,Normal,Remote,13,1,1,3,50
A02541,U025,Doctor,Clinical,22/06/2025 11:47,Sunday,11,P866,View,Normal,Onsite,37,0,1,2,20
A02542,U061,Doctor,Clinical,02/06/2025 15:02,Monday,15,P121,Edit,Normal,Onsite,37,0,0,2,20
A02543,U019,Doctor,Clinical,10/06/2025 03:32,Tuesday,3,P719,View,Normal,Onsite,7,1,0,2,40
A02544,U203,Nurse,Clinical,18/06/2025 21:27,Wednesday,21,P871,Edit,Normal,Onsite,65,1,0,3,50
A02545,U014,Doctor,Clinical,03/06/2025 17:46,Tuesday,17,P140,Edit,Normal,Remote,75,0,0,2,20
A02546,U176,Nurse,Clinical,05/06/2025 06:26,Thursday,6,P978,Edit,Normal,Onsite,46,1,0,3,50
A02547,U206,Nurse,Clinical,06/06/2025 15:37,Friday,15,P275,Edit,Normal,Onsite,63,0,0,3,30
A02548,U169,Nurse,Clinical,18/06/2025 04:22,Wednesday,4,P455,View,Normal,Onsite,5,1,0,3,50
A02549,U092,Nurse,Clinical,26/06/2025 14:11,Thursday,14,P778,View,High,Onsite,52,0,0,3,60
A02550,U073,Doctor,Clinical,29/06/2025 04:02,Sunday,4,P492,Edit,Normal,Onsite,80,1,1,2,40
A02551,U043,Doctor,Clinical,21/06/2025 10:25,Saturday,10,P580,View,Normal,Onsite,2,0,1,2,20
A02552,U066,Doctor,Clinical,07/06/2025 09:34,Saturday,9,P676,View,Normal,Remote,66,0,1,2,20
A02553,U182,Nurse,Clinical,22/06/2025 01:49,Sunday,1,P934,View,Normal,Onsite,74,1,1,3,50
A02554,U084,Doctor,Clinical,21/06/2025 01:24,Saturday,1,P146,View,Normal,Remote,73,1,1,2,40
A02555,U024,Doctor,Clinical,21/06/2025 23:57,Saturday,23,P916,View,Normal,Onsite,71,1,1,2,40
A02556,U056,Doctor,Clinical,25/06/2025 17:05,Wednesday,17,P785,View,Normal,Remote,41,0,0,2,20
A02557,U156,Nurse,Clinical,12/06/2025 12:04,Thursday,12,P927,View,Normal,Onsite,29,0,0,3,30
A02558,U106,Nurse,Clinical,28/06/2025 15:31,Saturday,15,P990,Export,Normal,Onsite,41,0,1,3,50
A02559,U231,Nurse,Clinical,19/06/2025 01:34,Thursday,1,P108,Edit,Normal,Onsite,34,1,0,3,50
A02560,U286,Receptionist,Admin,18/06/2025 22:25,Wednesday,22,P434,View,Normal,Onsite,51,1,0,4,60
A02561,U162,Nurse,Clinical,29/06/2025 09:35,Sunday,9,P616,View,Normal,Onsite,13,0,1,3,30
A02562,U181,Nurse,Clinical,12/06/2025 05:55,Thursday,5,P299,View,Normal,Onsite,49,1,0,3,50
A02563,U280,Receptionist,Admin,20/06/2025 06:25,Friday,6,P412,View,Normal,Remote,36,1,0,4,60
A02564,U213,Nurse,Clinical,16/06/2025 15:29,Monday,15,P189,View,Normal,Remote,49,0,0,3,30
A02565,U081,Doctor,Clinical,27/06/2025 05:56,Friday,5,P821,Edit,High,Remote,63,1,0,2,70
A02566,U063,Doctor,Clinical,26/06/2025 04:24,Thursday,4,P814,View,Normal,Remote,5,1,0,2,40
A02567,U225,Nurse,Clinical,25/06/2025 06:10,Wednesday,6,P182,Export,Normal,Remote,19,1,0,3,70
A02568,U296,Pharmacist,Pharmacy,13/06/2025 13:38,Friday,13,P244,Edit,High,Remote,42,0,0,3,60
A02569,U084,Doctor,Clinical,17/06/2025 07:35,Tuesday,7,P246,Edit,Normal,Remote,74,1,0,2,40
A02570,U030,Doctor,Clinical,08/06/2025 20:24,Sunday,20,P528,View,Normal,Onsite,77,1,1,2,40
A02571,U149,Nurse,Clinical,12/06/2025 22:24,Thursday,22,P351,View,Normal,Onsite,41,1,0,3,50
A02572,U016,Doctor,Clinical,16/06/2025 09:22,Monday,9,P662,View,Normal,Remote,74,0,0,2,20
A02573,U037,Doctor,Clinical,25/06/2025 05:59,Wednesday,5,P369,View,Normal,Remote,54,1,0,2,40
A02574,U178,Nurse,Clinical,30/06/2025 08:22,Monday,8,P741,Export,Normal,Onsite,53,0,0,3,50
A02575,U187,Nurse,Clinical,23/06/2025 16:05,Monday,16,P202,View,Normal,Remote,56,0,0,3,30
A02576,U081,Doctor,Clinical,04/06/2025 13:04,Wednesday,13,P949,View,Normal,Remote,61,0,0,2,20
A02577,U249,Nurse,Clinical,14/06/2025 14:07,Saturday,14,P870,View,Normal,Onsite,41,0,1,3,30
A02578,U170,Nurse,Clinical,16/06/2025 12:50,Monday,12,P548,View,Normal,Onsite,58,0,0,3,30
A02579,U039,Doctor,Clinical,10/06/2025 13:41,Tuesday,13,P283,View,Normal,Onsite,64,0,0,2,20
A02580,U299,Pharmacist,Pharmacy,03/06/2025 12:08,Tuesday,12,P325,View,Normal,Onsite,61,0,0,3,30
A02581,U081,Doctor,Clinical,13/06/2025 23:37,Friday,23,P160,View,Normal,Onsite,63,1,0,2,40
A02582,U038,Doctor,Clinical,09/06/2025 19:53,Monday,19,P386,View,High,Onsite,46,1,0,2,70
A02583,U206,Nurse,Clinical,21/06/2025 07:21,Saturday,7,P290,View,Normal,Onsite,44,1,1,3,50
A02584,U150,Nurse,Clinical,01/06/2025 19:40,Sunday,19,P200,View,Normal,Remote,64,1,1,3,50
A02585,U169,Nurse,Clinical,03/06/2025 16:35,Tuesday,16,P436,View,Normal,Onsite,74,0,0,3,30
A02586,U227,Nurse,Clinical,15/06/2025 15:13,Sunday,15,P772,Edit,Normal,Onsite,74,0,1,3,30
A02587,U123,Nurse,Clinical,17/06/2025 05:16,Tuesday,5,P633,View,Normal,Onsite,78,1,0,3,50
A02588,U154,Nurse,Clinical,14/06/2025 14:50,Saturday,14,P319,Edit,Normal,Onsite,53,0,1,3,30
A02589,U151,Nurse,Clinical,23/06/2025 22:34,Monday,22,P613,View,Normal,Remote,47,1,0,3,50
A02590,U199,Nurse,Clinical,15/06/2025 14:35,Sunday,14,P787,View,Normal,Onsite,45,0,1,3,30
A02591,U013,Doctor,Clinical,10/06/2025 04:20,Tuesday,4,P527,Edit,Normal,Onsite,1,1,0,2,40
A02592,U297,Pharmacist,Pharmacy,14/06/2025 04:22,Saturday,4,P315,View,Normal,Onsite,20,1,1,3,50
A02593,U046,Doctor,Clinical,02/06/2025 18:07,Monday,18,P874,Edit,Normal,Remote,1,0,0,2,20
A02594,U061,Doctor,Clinical,20/06/2025 14:31,Friday,14,P566,View,High,Onsite,69,0,0,2,50
A02595,U059,Doctor,Clinical,28/06/2025 05:45,Saturday,5,P513,Edit,Normal,Onsite,35,1,1,2,40
A02596,U032,Doctor,Clinical,01/06/2025 01:46,Sunday,1,P605,Export,Normal,Onsite,35,1,1,2,60
A02597,U105,Nurse,Clinical,08/06/2025 14:17,Sunday,14,P790,Edit,High,Onsite,2,0,1,3,60
A02598,U072,Doctor,Clinical,01/06/2025 04:58,Sunday,4,P892,View,Normal,Onsite,71,1,1,2,40
A02599,U164,Nurse,Clinical,21/06/2025 08:15,Saturday,8,P270,View,Normal,Remote,42,0,1,3,30
A02600,U112,Nurse,Clinical,10/06/2025 23:14,Tuesday,23,P580,View,Normal,Remote,41,1,0,3,50
A02601,U062,Doctor,Clinical,01/06/2025 16:18,Sunday,16,P762,View,Normal,Remote,31,0,1,2,20
A02602,U019,Doctor,Clinical,23/06/2025 23:36,Monday,23,P913,View,Normal,Remote,21,1,0,2,40
A02603,U094,Nurse,Clinical,28/06/2025 17:32,Saturday,17,P719,View,Normal,Remote,15,0,1,3,30
A02604,U285,Receptionist,Admin,02/06/2025 05:17,Monday,5,P714,Edit,High,Onsite,23,1,0,4,90
A02605,U186,Nurse,Clinical,25/06/2025 01:36,Wednesday,1,P816,View,High,Onsite,68,1,0,3,80
A02606,U072,Doctor,Clinical,10/06/2025 13:17,Tuesday,13,P596,View,High,Remote,80,0,0,2,50
A02607,U203,Nurse,Clinical,01/06/2025 07:22,Sunday,7,P230,View,High,Remote,4,1,1,3,80
A02608,U147,Nurse,Clinical,11/06/2025 06:06,Wednesday,6,P747,Edit,Normal,Remote,42,1,0,3,50
A02609,U096,Nurse,Clinical,15/06/2025 10:49,Sunday,10,P500,Edit,Normal,Onsite,37,0,1,3,30
A02610,U076,Doctor,Clinical,04/06/2025 22:46,Wednesday,22,P563,Export,High,Remote,28,1,0,2,90
A02611,U016,Doctor,Clinical,08/06/2025 12:19,Sunday,12,P505,Edit,High,Onsite,17,0,1,2,50
A02612,U132,Nurse,Clinical,20/06/2025 13:32,Friday,13,P717,Edit,Normal,Remote,54,0,0,3,30
A02613,U265,Admin,Admin,27/06/2025 15:38,Friday,15,P786,View,Normal,Onsite,56,0,0,5,50
A02614,U004,Doctor,Clinical,09/06/2025 16:56,Monday,16,P597,View,High,Remote,62,0,0,2,50
A02615,U266,Admin,Admin,10/06/2025 22:47,Tuesday,22,P924,View,Normal,Remote,74,1,0,5,70
A02616,U074,Doctor,Clinical,05/06/2025 22:57,Thursday,22,P500,View,Normal,Remote,23,1,0,2,40
A02617,U092,Nurse,Clinical,17/06/2025 19:20,Tuesday,19,P450,Edit,High,Remote,33,1,0,3,80
A02618,U166,Nurse,Clinical,28/06/2025 09:53,Saturday,9,P320,View,Normal,Remote,70,0,1,3,30
A02619,U151,Nurse,Clinical,04/06/2025 11:31,Wednesday,11,P582,Edit,High,Remote,28,0,0,3,60
A02620,U089,Nurse,Clinical,11/06/2025 00:34,Wednesday,0,P816,View,Normal,Onsite,48,1,0,3,50
A02621,U284,Receptionist,Admin,01/06/2025 02:05,Sunday,2,P657,View,Normal,Onsite,75,1,1,4,60
A02622,U179,Nurse,Clinical,07/06/2025 03:38,Saturday,3,P132,View,Normal,Onsite,34,1,1,3,50
A02623,U121,Nurse,Clinical,14/06/2025 06:03,Saturday,6,P499,View,Normal,Remote,9,1,1,3,50
A02624,U114,Nurse,Clinical,18/06/2025 17:05,Wednesday,17,P763,View,Normal,Onsite,28,0,0,3,30
A02625,U086,Doctor,Clinical,05/06/2025 12:36,Thursday,12,P789,Export,Normal,Remote,18,0,0,2,40
A02626,U087,Nurse,Clinical,20/06/2025 05:11,Friday,5,P634,View,Normal,Onsite,47,1,0,3,50
A02627,U259,Admin,Admin,30/06/2025 09:29,Monday,9,P184,View,Normal,Remote,61,0,0,5,50
A02628,U205,Nurse,Clinical,22/06/2025 18:52,Sunday,18,P131,Edit,Normal,Onsite,55,0,1,3,30
A02629,U234,Nurse,Clinical,21/06/2025 18:37,Saturday,18,P713,View,Normal,Remote,46,0,1,3,30
A02630,U152,Nurse,Clinical,20/06/2025 09:15,Friday,9,P203,View,Normal,Onsite,32,0,0,3,30
A02631,U013,Doctor,Clinical,15/06/2025 17:04,Sunday,17,P414,View,Normal,Onsite,50,0,1,2,20
A02632,U123,Nurse,Clinical,01/06/2025 20:03,Sunday,20,P608,View,Normal,Onsite,71,1,1,3,50
A02633,U299,Pharmacist,Pharmacy,29/06/2025 05:29,Sunday,5,P491,View,Normal,Onsite,13,1,1,3,50
A02634,U262,Admin,Admin,19/06/2025 07:52,Thursday,7,P730,Edit,Normal,Onsite,35,1,0,5,70
A02635,U092,Nurse,Clinical,17/06/2025 03:06,Tuesday,3,P195,View,Normal,Onsite,54,1,0,3,50
A02636,U159,Nurse,Clinical,18/06/2025 15:43,Wednesday,15,P142,Export,Normal,Onsite,56,0,0,3,50
A02637,U156,Nurse,Clinical,04/06/2025 11:06,Wednesday,11,P430,View,Normal,Remote,6,0,0,3,30
A02638,U194,Nurse,Clinical,23/06/2025 02:55,Monday,2,P252,View,Normal,Onsite,71,1,0,3,50
A02639,U099,Nurse,Clinical,11/06/2025 04:05,Wednesday,4,P429,Edit,High,Onsite,41,1,0,3,80
A02640,U211,Nurse,Clinical,11/06/2025 00:59,Wednesday,0,P688,Edit,Normal,Onsite,70,1,0,3,50
A02641,U077,Doctor,Clinical,18/06/2025 08:42,Wednesday,8,P103,View,Normal,Remote,15,0,0,2,20
A02642,U148,Nurse,Clinical,20/06/2025 17:36,Friday,17,P177,View,Normal,Remote,76,0,0,3,30
A02643,U027,Doctor,Clinical,27/06/2025 04:14,Friday,4,P145,View,Normal,Remote,31,1,0,2,40
A02644,U213,Nurse,Clinical,27/06/2025 11:38,Friday,11,P879,View,Normal,Remote,38,0,0,3,30
A02645,U179,Nurse,Clinical,14/06/2025 05:45,Saturday,5,P153,View,Normal,Onsite,46,1,1,3,50
A02646,U230,Nurse,Clinical,04/06/2025 09:42,Wednesday,9,P104,View,Normal,Remote,21,0,0,3,30
A02647,U107,Nurse,Clinical,12/06/2025 18:55,Thursday,18,P573,View,High,Onsite,52,0,0,3,60
A02648,U071,Doctor,Clinical,24/06/2025 09:34,Tuesday,9,P589,View,Normal,Onsite,8,0,0,2,20
A02649,U221,Nurse,Clinical,02/06/2025 08:50,Monday,8,P810,View,High,Onsite,14,0,0,3,60
A02650,U196,Nurse,Clinical,12/06/2025 20:03,Thursday,20,P778,Edit,Normal,Onsite,49,1,0,3,50
A02651,U285,Receptionist,Admin,15/06/2025 03:18,Sunday,3,P827,View,Normal,Onsite,60,1,1,4,60
A02652,U037,Doctor,Clinical,08/06/2025 10:36,Sunday,10,P439,View,Normal,Onsite,22,0,1,2,20
A02653,U037,Doctor,Clinical,15/06/2025 12:20,Sunday,12,P509,View,Normal,Onsite,32,0,1,2,20
A02654,U119,Nurse,Clinical,13/06/2025 18:03,Friday,18,P618,Edit,Normal,Remote,39,0,0,3,30
A02655,U098,Nurse,Clinical,29/06/2025 13:26,Sunday,13,P918,View,Normal,Remote,78,0,1,3,30
A02656,U008,Doctor,Clinical,20/06/2025 08:50,Friday,8,P309,View,High,Remote,42,0,0,2,50
A02657,U104,Nurse,Clinical,02/06/2025 19:51,Monday,19,P636,View,Normal,Onsite,54,1,0,3,50
A02658,U186,Nurse,Clinical,27/06/2025 20:13,Friday,20,P547,View,Normal,Remote,29,1,0,3,50
A02659,U215,Nurse,Clinical,05/06/2025 01:10,Thursday,1,P278,View,Normal,Onsite,58,1,0,3,50
A02660,U079,Doctor,Clinical,08/06/2025 20:52,Sunday,20,P997,Edit,Normal,Remote,72,1,1,2,40
A02661,U088,Nurse,Clinical,18/06/2025 16:07,Wednesday,16,P677,Export,Normal,Onsite,47,0,0,3,50
A02662,U243,Nurse,Clinical,08/06/2025 21:15,Sunday,21,P655,Edit,Normal,Onsite,4,1,1,3,50
A02663,U011,Doctor,Clinical,29/06/2025 02:51,Sunday,2,P349,Edit,Normal,Onsite,80,1,1,2,40
A02664,U065,Doctor,Clinical,18/06/2025 04:34,Wednesday,4,P199,View,Normal,Remote,58,1,0,2,40
A02665,U275,Receptionist,Admin,15/06/2025 10:48,Sunday,10,P644,View,Normal,Onsite,27,0,1,4,40
A02666,U116,Nurse,Clinical,19/06/2025 19:45,Thursday,19,P692,View,Normal,Remote,6,1,0,3,50
A02667,U181,Nurse,Clinical,11/06/2025 09:15,Wednesday,9,P834,View,Normal,Onsite,10,0,0,3,30
A02668,U127,Nurse,Clinical,28/06/2025 11:41,Saturday,11,P423,View,Normal,Remote,55,0,1,3,30
A02669,U063,Doctor,Clinical,05/06/2025 16:37,Thursday,16,P885,Edit,Normal,Onsite,44,0,0,2,20
A02670,U185,Nurse,Clinical,25/06/2025 00:31,Wednesday,0,P147,View,Normal,Onsite,77,1,0,3,50
A02671,U232,Nurse,Clinical,19/06/2025 01:30,Thursday,1,P449,Edit,High,Onsite,25,1,0,3,80
A02672,U263,Admin,Admin,09/06/2025 12:34,Monday,12,P303,View,Normal,Onsite,75,0,0,5,50
A02673,U104,Nurse,Clinical,05/06/2025 02:40,Thursday,2,P145,View,High,Remote,50,1,0,3,80
A02674,U228,Nurse,Clinical,25/06/2025 10:14,Wednesday,10,P253,Edit,Normal,Onsite,64,0,0,3,30
A02675,U125,Nurse,Clinical,30/06/2025 06:57,Monday,6,P165,Export,Normal,Remote,42,1,0,3,70
A02676,U116,Nurse,Clinical,03/06/2025 06:37,Tuesday,6,P344,View,Normal,Onsite,32,1,0,3,50
A02677,U056,Doctor,Clinical,26/06/2025 03:47,Thursday,3,P663,View,Normal,Onsite,33,1,0,2,40
A02678,U275,Receptionist,Admin,07/06/2025 02:09,Saturday,2,P173,View,Normal,Remote,24,1,1,4,60
A02679,U235,Nurse,Clinical,07/06/2025 21:45,Saturday,21,P141,View,Normal,Remote,17,1,1,3,50
A02680,U159,Nurse,Clinical,28/06/2025 20:19,Saturday,20,P468,View,Normal,Remote,41,1,1,3,50
A02681,U255,Admin,Admin,27/06/2025 08:02,Friday,8,P113,View,Normal,Remote,41,0,0,5,50
A02682,U280,Receptionist,Admin,15/06/2025 13:06,Sunday,13,P565,Edit,High,Remote,8,0,1,4,70
A02683,U292,Pharmacist,Pharmacy,24/06/2025 23:41,Tuesday,23,P700,View,Normal,Remote,48,1,0,3,50
A02684,U073,Doctor,Clinical,11/06/2025 08:23,Wednesday,8,P762,View,Normal,Onsite,65,0,0,2,20
A02685,U266,Admin,Admin,25/06/2025 14:10,Wednesday,14,P599,Edit,Normal,Remote,57,0,0,5,50
A02686,U233,Nurse,Clinical,15/06/2025 16:25,Sunday,16,P277,View,Normal,Onsite,71,0,1,3,30
A02687,U283,Receptionist,Admin,14/06/2025 10:39,Saturday,10,P179,View,High,Remote,48,0,1,4,70
A02688,U124,Nurse,Clinical,24/06/2025 20:13,Tuesday,20,P787,Edit,Normal,Remote,73,1,0,3,50
A02689,U132,Nurse,Clinical,29/06/2025 18:36,Sunday,18,P210,Edit,Normal,Onsite,69,0,1,3,30
A02690,U186,Nurse,Clinical,13/06/2025 19:41,Friday,19,P417,Edit,Normal,Remote,75,1,0,3,50
A02691,U007,Doctor,Clinical,17/06/2025 13:11,Tuesday,13,P916,View,Normal,Remote,22,0,0,2,20
A02692,U147,Nurse,Clinical,10/06/2025 13:36,Tuesday,13,P245,View,Normal,Remote,34,0,0,3,30
A02693,U087,Nurse,Clinical,18/06/2025 21:19,Wednesday,21,P420,View,Normal,Onsite,63,1,0,3,50
A02694,U203,Nurse,Clinical,18/06/2025 15:30,Wednesday,15,P528,View,Normal,Remote,4,0,0,3,30
A02695,U052,Doctor,Clinical,23/06/2025 10:36,Monday,10,P335,View,Normal,Onsite,16,0,0,2,20
A02696,U207,Nurse,Clinical,14/06/2025 16:47,Saturday,16,P809,View,Normal,Remote,67,0,1,3,30
A02697,U059,Doctor,Clinical,25/06/2025 12:28,Wednesday,12,P212,View,High,Onsite,80,0,0,2,50
A02698,U187,Nurse,Clinical,22/06/2025 15:07,Sunday,15,P884,Edit,Normal,Onsite,38,0,1,3,30
A02699,U145,Nurse,Clinical,03/06/2025 10:40,Tuesday,10,P427,Edit,High,Onsite,5,0,0,3,60
A02700,U258,Admin,Admin,02/06/2025 17:42,Monday,17,P680,View,Normal,Onsite,39,0,0,5,50
A02701,U066,Doctor,Clinical,26/06/2025 20:36,Thursday,20,P860,View,Normal,Onsite,79,1,0,2,40
A02702,U276,Receptionist,Admin,22/06/2025 10:19,Sunday,10,P958,Edit,Normal,Remote,64,0,1,4,40
A02703,U090,Nurse,Clinical,27/06/2025 02:01,Friday,2,P161,View,High,Remote,10,1,0,3,80
A02704,U282,Receptionist,Admin,20/06/2025 23:18,Friday,23,P224,View,Normal,Remote,46,1,0,4,60
A02705,U186,Nurse,Clinical,27/06/2025 18:52,Friday,18,P929,View,Normal,Onsite,62,0,0,3,30
A02706,U257,Admin,Admin,21/06/2025 23:24,Saturday,23,P581,Export,High,Onsite,10,1,1,5,120
A02707,U070,Doctor,Clinical,30/06/2025 10:23,Monday,10,P719,View,High,Onsite,67,0,0,2,50
A02708,U269,Receptionist,Admin,24/06/2025 10:35,Tuesday,10,P108,View,Normal,Remote,52,0,0,4,40
A02709,U152,Nurse,Clinical,22/06/2025 01:52,Sunday,1,P506,View,Normal,Remote,23,1,1,3,50
A02710,U190,Nurse,Clinical,11/06/2025 10:01,Wednesday,10,P204,View,High,Onsite,14,0,0,3,60
A02711,U121,Nurse,Clinical,18/06/2025 03:57,Wednesday,3,P623,View,Normal,Remote,77,1,0,3,50
A02712,U298,Pharmacist,Pharmacy,19/06/2025 07:39,Thursday,7,P766,Export,High,Onsite,6,1,0,3,100
A02713,U124,Nurse,Clinical,08/06/2025 03:33,Sunday,3,P437,Edit,Normal,Onsite,23,1,1,3,50
A02714,U274,Receptionist,Admin,30/06/2025 14:14,Monday,14,P485,Edit,Normal,Onsite,76,0,0,4,40
A02715,U040,Doctor,Clinical,06/06/2025 11:32,Friday,11,P750,View,High,Remote,40,0,0,2,50
A02716,U285,Receptionist,Admin,29/06/2025 17:33,Sunday,17,P919,View,Normal,Remote,33,0,1,4,40
A02717,U270,Receptionist,Admin,06/06/2025 17:56,Friday,17,P541,View,Normal,Remote,35,0,0,4,40
A02718,U003,Doctor,Clinical,16/06/2025 01:03,Monday,1,P410,View,Normal,Remote,34,1,0,2,40
A02719,U260,Admin,Admin,22/06/2025 12:28,Sunday,12,P852,View,Normal,Remote,21,0,1,5,50
A02720,U071,Doctor,Clinical,27/06/2025 01:58,Friday,1,P678,View,Normal,Onsite,63,1,0,2,40
A02721,U007,Doctor,Clinical,13/06/2025 22:31,Friday,22,P366,View,High,Onsite,71,1,0,2,70
A02722,U098,Nurse,Clinical,23/06/2025 20:50,Monday,20,P303,Edit,Normal,Onsite,35,1,0,3,50
A02723,U030,Doctor,Clinical,19/06/2025 01:54,Thursday,1,P247,View,Normal,Remote,34,1,0,2,40
A02724,U014,Doctor,Clinical,10/06/2025 11:15,Tuesday,11,P832,View,Normal,Onsite,64,0,0,2,20
A02725,U018,Doctor,Clinical,24/06/2025 12:47,Tuesday,12,P588,View,Normal,Remote,25,0,0,2,20
A02726,U117,Nurse,Clinical,08/06/2025 23:09,Sunday,23,P772,View,High,Remote,76,1,1,3,80
A02727,U150,Nurse,Clinical,01/06/2025 08:22,Sunday,8,P233,View,Normal,Onsite,52,0,1,3,30
A02728,U128,Nurse,Clinical,04/06/2025 10:40,Wednesday,10,P996,View,Normal,Onsite,63,0,0,3,30
A02729,U206,Nurse,Clinical,15/06/2025 07:25,Sunday,7,P633,View,Normal,Onsite,73,1,1,3,50
A02730,U014,Doctor,Clinical,09/06/2025 23:29,Monday,23,P130,View,High,Remote,51,1,0,2,70
A02731,U014,Doctor,Clinical,12/06/2025 08:34,Thursday,8,P436,View,Normal,Remote,40,0,0,2,20
A02732,U180,Nurse,Clinical,18/06/2025 16:55,Wednesday,16,P985,View,High,Onsite,11,0,0,3,60
A02733,U165,Nurse,Clinical,07/06/2025 22:18,Saturday,22,P129,View,Normal,Remote,58,1,1,3,50
A02734,U183,Nurse,Clinical,05/06/2025 06:04,Thursday,6,P282,View,Normal,Remote,74,1,0,3,50
A02735,U134,Nurse,Clinical,24/06/2025 20:11,Tuesday,20,P844,View,Normal,Onsite,47,1,0,3,50
A02736,U149,Nurse,Clinical,06/06/2025 19:17,Friday,19,P968,View,Normal,Onsite,26,1,0,3,50
A02737,U156,Nurse,Clinical,30/06/2025 07:48,Monday,7,P275,View,Normal,Onsite,30,1,0,3,50
A02738,U276,Receptionist,Admin,22/06/2025 08:18,Sunday,8,P456,View,Normal,Onsite,18,0,1,4,40
A02739,U270,Receptionist,Admin,01/06/2025 07:51,Sunday,7,P395,View,High,Onsite,64,1,1,4,90
A02740,U032,Doctor,Clinical,20/06/2025 07:05,Friday,7,P282,View,Normal,Remote,15,1,0,2,40
A02741,U068,Doctor,Clinical,16/06/2025 17:05,Monday,17,P633,Edit,High,Onsite,67,0,0,2,50
A02742,U156,Nurse,Clinical,06/06/2025 21:36,Friday,21,P752,View,Normal,Onsite,60,1,0,3,50
A02743,U162,Nurse,Clinical,22/06/2025 19:53,Sunday,19,P958,View,Normal,Onsite,59,1,1,3,50
A02744,U183,Nurse,Clinical,09/06/2025 18:05,Monday,18,P386,Edit,Normal,Remote,2,0,0,3,30
A02745,U092,Nurse,Clinical,19/06/2025 11:04,Thursday,11,P322,Edit,Normal,Remote,71,0,0,3,30
A02746,U272,Receptionist,Admin,19/06/2025 06:29,Thursday,6,P890,View,High,Remote,25,1,0,4,90
A02747,U170,Nurse,Clinical,07/06/2025 16:30,Saturday,16,P961,Edit,Normal,Remote,37,0,1,3,30
A02748,U247,Nurse,Clinical,02/06/2025 01:02,Monday,1,P953,View,High,Remote,28,1,0,3,80
A02749,U138,Nurse,Clinical,18/06/2025 07:40,Wednesday,7,P435,View,High,Remote,23,1,0,3,80
A02750,U269,Receptionist,Admin,09/06/2025 12:14,Monday,12,P643,View,Normal,Remote,57,0,0,4,40
A02751,U148,Nurse,Clinical,20/06/2025 10:13,Friday,10,P461,View,High,Remote,55,0,0,3,60
A02752,U188,Nurse,Clinical,21/06/2025 18:24,Saturday,18,P675,Edit,Normal,Remote,26,0,1,3,30
A02753,U213,Nurse,Clinical,24/06/2025 14:18,Tuesday,14,P329,View,Normal,Remote,40,0,0,3,30
A02754,U250,Nurse,Clinical,23/06/2025 05:29,Monday,5,P892,View,Normal,Remote,48,1,0,3,50
A02755,U061,Doctor,Clinical,20/06/2025 07:37,Friday,7,P521,View,Normal,Onsite,79,1,0,2,40
A02756,U072,Doctor,Clinical,21/06/2025 07:49,Saturday,7,P975,View,Normal,Remote,31,1,1,2,40
A02757,U087,Nurse,Clinical,02/06/2025 10:40,Monday,10,P831,Edit,Normal,Remote,58,0,0,3,30
A02758,U017,Doctor,Clinical,08/06/2025 19:12,Sunday,19,P796,View,Normal,Remote,25,1,1,2,40
A02759,U121,Nurse,Clinical,12/06/2025 04:14,Thursday,4,P433,Edit,Normal,Remote,5,1,0,3,50
A02760,U204,Nurse,Clinical,28/06/2025 16:40,Saturday,16,P697,View,Normal,Remote,17,0,1,3,30
A02761,U083,Doctor,Clinical,19/06/2025 14:23,Thursday,14,P570,View,Normal,Onsite,3,0,0,2,20
A02762,U032,Doctor,Clinical,22/06/2025 01:52,Sunday,1,P185,Edit,Normal,Remote,73,1,1,2,40
A02763,U118,Nurse,Clinical,24/06/2025 12:27,Tuesday,12,P981,Edit,Normal,Remote,53,0,0,3,30
A02764,U073,Doctor,Clinical,02/06/2025 06:14,Monday,6,P871,Edit,Normal,Remote,61,1,0,2,40
A02765,U098,Nurse,Clinical,01/06/2025 08:18,Sunday,8,P697,View,Normal,Remote,46,0,1,3,30
A02766,U126,Nurse,Clinical,25/06/2025 07:17,Wednesday,7,P736,View,Normal,Remote,14,1,0,3,50
A02767,U267,Admin,Admin,03/06/2025 21:12,Tuesday,21,P422,View,High,Onsite,78,1,0,5,100
A02768,U221,Nurse,Clinical,11/06/2025 19:26,Wednesday,19,P253,View,Normal,Remote,39,1,0,3,50
A02769,U258,Admin,Admin,04/06/2025 11:01,Wednesday,11,P959,Edit,Normal,Remote,36,0,0,5,50
A02770,U243,Nurse,Clinical,28/06/2025 18:46,Saturday,18,P568,View,Normal,Onsite,47,0,1,3,30
